"state","year","population","unemploymentrate","opioid_rx","deaths","crude.rate"
"Nebraska",2007,1783440,3,65.1,80,4.485713004082
"Nebraska",2008,1796378,3.3,66.2,94,5.23275168143898
"Nebraska",2009,1812683,4.6,66.4,106,5.8476854474831
"Nebraska",2010,1826341,4.6,69,117,6.40625162551791
"Nebraska",2011,1842641,4.4,68.8,129,7.00082110405662
"Nebraska",2012,1855525,4,73.2,146,7.8683930424004
"Nebraska",2013,1868516,3.8,71.3,117,6.26165363315059
"Nebraska",2014,1881503,3.3,70.1,125,6.64362480421238
"Nebraska",2015,1896190,3,65.5,126,6.64490372800194
"Nebraska",2016,1907116,3.1,62.8,120,6.29222344104921
"Nebraska",2017,1920076,2.9,56.6,152,7.91635331101477
"Nevada",1999,1934718,4,NA,227,11.732976071965
"Nevada",2000,1998257,4.2,NA,273,13.6619063513852
"Nevada",2001,2098399,5.2,NA,261,12.4380539639983
"Nevada",2002,2173791,5.6,NA,323,14.8588341749506
"Nevada",2003,2248850,5.1,NA,342,15.2077728616849
"Nevada",2004,2346222,4.3,NA,380,16.1962508236646
"Nevada",2005,2432143,4.1,NA,457,18.7900135806159
"Nevada",2006,2522658,4,87.7,461,18.274375678352
"Nevada",2007,2601072,4.5,90.2,499,19.1843978175152
"Nevada",2008,2653630,6.7,97,519,19.5581147334029
"Nevada",2009,2684665,11.3,94,550,20.4867273942931
"Nevada",2010,2700551,13.5,97.3,578,21.4030396019183
"Nevada",2011,2723322,13,100.3,639,23.463989935821
"Nevada",2012,2758931,11.2,98.9,602,21.8200455176298
"Nevada",2013,2790136,9.6,91.1,614,22.0060957602067
"Nevada",2014,2839099,7.9,90.1,545,19.1962309169212
"Nevada",2015,2890845,6.8,85.4,619,21.4124243949433
"Nevada",2016,2940058,5.7,80.7,665,22.6186014017411
"Nevada",2017,2998039,5.1,73.2,676,22.548072256565
"New Hampshire",1999,1222014,2.7,NA,54,4.41893464395662
"New Hampshire",2000,1235786,2.7,NA,45,3.64140716920243
"New Hampshire",2001,1255517,3.4,NA,79,6.29222861976381
"New Hampshire",2002,1269089,4.5,NA,111,8.74643149534824
"New Hampshire",2003,1279840,4.3,NA,127,9.92311538942368
"New Hampshire",2004,1290121,3.8,NA,124,9.61150155683072
"New Hampshire",2005,1298492,3.6,NA,142,10.9357624074696
"New Hampshire",2006,1308389,3.4,75,149,11.3880504956859
"New Hampshire",2007,1312540,3.5,78.5,186,14.1709966934341
"New Hampshire",2008,1315906,3.9,81.7,126,9.57515202453671
"New Hampshire",2009,1316102,6.2,81.5,168,12.7649680647853
"New Hampshire",2010,1316470,5.8,81.6,160,12.153714099068
"New Hampshire",2011,1318194,5.4,80.9,210,15.9308872593867
"New Hampshire",2012,1320718,5.5,83.7,173,13.0989355789805
"New Hampshire",2013,1323459,5.1,82,203,15.3385937909675
"New Hampshire",2014,1326813,4.3,79.6,334,25.1731027658005
"New Hampshire",2015,1330608,3.4,74.8,422,31.7148251025095
"New Hampshire",2016,1334795,2.9,64.3,481,36.0354960874142
"New Hampshire",2017,1342795,2.7,52.5,467,34.7782051616218
"New Jersey",1999,8359592,4.5,NA,557,6.66300460596642
"New Jersey",2000,8414350,3.7,NA,643,7.64170732142114
"New Jersey",2001,8492671,4.3,NA,705,8.30127529960833
"New Jersey",2002,8552643,5.8,NA,813,9.5058334599024
"New Jersey",2003,8601402,5.8,NA,721,8.38235441152501
"New Jersey",2004,8634561,4.8,NA,590,6.83300517536445
"New Jersey",2005,8651974,4.5,NA,823,9.51228008775801
"New Jersey",2006,8661679,4.7,54.7,847,9.77870456755555
"New Jersey",2007,8677885,4.3,57.2,727,8.37761735722472
"New Jersey",2008,8711090,5.3,59.5,702,8.05869299938354
"New Jersey",2009,8755602,9.1,59.9,263,3.00379117278287
"New Jersey",2010,8791894,9.5,61,868,9.87273049470342
"New Jersey",2011,8821155,9.3,61.5,1012,11.4724205617065
"New Jersey",2012,8864590,9.3,60.1,1222,13.7851835223062
"New Jersey",2013,8899339,8.2,58.3,1294,14.5404057537307
"New Jersey",2014,8938175,6.8,57.2,1253,14.0185216780831
"New Jersey",2015,8958013,5.8,56,1454,16.2312780747248
"New Jersey",2016,8944469,5,52.6,2056,22.9862722985568
"New Jersey",2017,9005644,4.6,45,2685,29.8146362436712
"New Mexico",1999,1808082,5.6,NA,266,14.7117221453452
"New Mexico",2000,1819046,4.9,NA,271,14.8979190190902
"New Mexico",2001,1831690,4.9,NA,258,14.085352870846
"New Mexico",2002,1855309,5.5,NA,287,15.4691213161797
"New Mexico",2003,1877574,5.9,NA,358,19.0671579389148
"New Mexico",2004,1903808,5.5,NA,314,16.4932598245201
"New Mexico",2005,1932274,5.1,NA,373,19.3036805339201
"New Mexico",2006,1962137,4.2,61.8,418,21.3033034900213
"New Mexico",2007,1990070,3.8,69,462,23.215263784691
"New Mexico",2008,2010662,4.5,71.4,518,25.7626592634665
"New Mexico",2009,2036802,7.5,75.3,438,21.5042993869802
"New Mexico",2010,2059179,8.1,81.9,478,23.2131349435867
"New Mexico",2011,2082224,7.5,81.6,529,25.4055279355151
"New Mexico",2012,2085538,7.1,76.8,492,23.5910350230972
"New Mexico",2013,2085287,6.9,71.4,458,21.9634035986413
"New Mexico",2014,2085572,6.7,71.5,547,26.2278166373542
"New Mexico",2015,2085109,6.5,69.8,501,24.0275208634177
"New Mexico",2016,2081015,6.6,65.1,500,24.0267369528812
"New Mexico",2017,2088070,5.9,56.4,493,23.6103195774088
"New York",1999,18882725,5.2,NA,959,5.07871612810121
"New York",2000,18976457,4.5,NA,767,4.04185038334606
"New York",2001,19082838,4.8,NA,1079,5.65429523637941
"New York",2002,19137800,6.1,NA,923,4.82291590464944
"New York",2003,19175939,6.4,NA,964,5.02713322148136
"New York",2004,19171567,5.8,NA,831,4.33454396294262
"New York",2005,19132610,5,NA,944,4.93398443808764
"New York",2006,19104631,4.5,44.2,1680,8.79367939637253
"New York",2007,19132335,4.6,46.1,1708,8.92729507401998
"New York",2008,19212436,5.4,48.4,1691,8.801590802957
"New York",2009,19307066,8.3,49.5,1592,8.24568580228607
"New York",2010,19378102,8.6,51,1557,8.03484262803447
"New York",2011,19465197,8.3,51.1,1948,10.0076048549624
"New York",2012,19570261,8.5,51.8,2106,10.7612259233538
"New York",2013,19651127,7.7,46.7,2309,11.7499622286294
"New York",2014,19746227,6.3,43.9,2300,11.6477947913796
"New York",2015,19795791,5.3,45.1,2754,13.912048273292
"New York",2016,19745289,4.9,42.7,3638,18.4246480261697
"New York",2017,19849399,4.7,38.3,3921,19.7537467003409
"North Carolina",1999,7949361,3.2,NA,366,4.60414365381066
"North Carolina",2000,8049313,3.7,NA,491,6.09989945725803
"North Carolina",2001,8210122,5.5,NA,551,6.71122792085185
"North Carolina",2002,8326201,6.6,NA,647,7.77065074455925
"North Carolina",2003,8422501,6.4,NA,762,9.04719393918742
"North Carolina",2004,8553152,5.5,NA,854,9.98462321258876
"North Carolina",2005,8705407,5.2,NA,1000,11.4871136984175
"North Carolina",2006,8917270,4.7,85.2,1059,11.8758319530529
"North Carolina",2007,9118037,4.7,87.5,1084,11.8885238127461
"North Carolina",2008,9309449,6.1,88.6,1196,12.8471620608266
"North Carolina",2009,9449566,10.6,89.3,1191,12.6037534422216
"North Carolina",2010,9535483,10.9,93.1,1093,11.4624503027272
"North Carolina",2011,9656401,10.3,93.5,1264,13.0897629458429
"North Carolina",2012,9752073,9.3,98.6,1298,13.309990604049
"North Carolina",2013,9848060,8,96.7,1259,12.7842438003018
"North Carolina",2014,9943964,6.3,93.7,1358,13.6565257074543
"North Carolina",2015,10042802,5.7,88.4,1567,15.6032151186492
"North Carolina",2016,10146788,5.1,82.5,1956,19.2770362404339
"North Carolina",2017,10273419,4.5,72.2,2414,23.4975328077245
"North Dakota",1999,644259,3.3,NA,12,1.86260494614743
"North Dakota",2000,642200,3,NA,14,2.18000622858922
"North Dakota",2001,639062,2.9,NA,14,2.1907107604583
"North Dakota",2002,638168,3.7,NA,17,2.66387534316982
"North Dakota",2003,638817,3.7,NA,22,3.44386577063541
"North Dakota",2004,644705,3.4,NA,17,2.63686492271659
"North Dakota",2005,646089,3.4,NA,12,1.85732925340007
"North Dakota",2006,649422,3.2,56,14,2.15576312474785
"North Dakota",2007,652822,3.1,59.3,32,4.90179558899669
"North Dakota",2008,657569,3.2,61.7,46,6.99546359393463
"North Dakota",2009,664968,4.1,60.3,27,4.06034576099903
"North Dakota",2010,672591,3.8,63,23,3.41961162132708
"North Dakota",2011,683932,3.5,61.3,16,2.33941385985741
"North Dakota",2012,699628,3.1,62.1,21,3.00159513341376
"North Dakota",2013,723393,2.9,60.1,20,2.76474889859316
"North Dakota",2014,739482,2.7,58.1,43,5.81488122767018
"North Dakota",2015,756927,2.8,53,61,8.05890132073502
"North Dakota",2016,757952,3.1,47.8,77,10.1589546567593
"North Dakota",2017,755393,2.7,41.7,68,9.00193674021337
"Ohio",1999,11335454,4.3,NA,467,4.11981734476625
"Ohio",2000,11353140,4,NA,563,4.95898051111851
"Ohio",2001,11387404,4.3,NA,737,6.47206334297088
"Ohio",2002,11407889,5.7,NA,931,8.16101909827489
"Ohio",2003,11434788,6.2,NA,775,6.7775633444188
"Ohio",2004,11452251,6.3,NA,1136,9.91944727722087
"Ohio",2005,11463320,5.9,NA,1243,10.843281004107
"Ohio",2006,11481213,5.4,87.7,1515,13.1954698514869
"Ohio",2007,11500468,5.6,92.7,1592,13.8429149144191
"Ohio",2008,11515391,6.4,97.5,1733,15.0494238536929
"Ohio",2009,11528896,10.3,100.4,1236,10.7208877588973
"Ohio",2010,11536504,10.3,102.4,1835,15.9060318446559
"Ohio",2011,11544951,8.8,101.5,2025,17.5401350772299
"Ohio",2012,11544225,7.4,97.5,2125,18.4074721343356
"Ohio",2013,11570808,7.5,93.1,2347,20.2838038622713
"Ohio",2014,11594163,5.8,89.5,2744,23.667081444344
"Ohio",2015,11613423,4.9,82.7,3310,28.5015020980464
"Ohio",2016,11614373,5,75.3,4329,37.272782611683
"Ohio",2017,11658609,5,63.8,5111,43.8388490427975
"Oklahoma",1999,3437147,3.5,NA,178,5.17871362499189
"Oklahoma",2000,3450654,3,NA,237,6.86826323357833
"Oklahoma",2001,3467100,3.7,NA,269,7.75864555392114
"Oklahoma",2002,3489080,4.7,NA,240,6.87860410194091
"Oklahoma",2003,3504892,5.5,NA,400,11.4126198467742
"Oklahoma",2004,3525233,4.9,NA,476,13.5026535834653
"Oklahoma",2005,3548597,4.5,NA,478,13.4701122725404
"Oklahoma",2006,3594090,4,108.7,563,15.6646049486796
"Oklahoma",2007,3634349,4.1,114.4,666,18.3251525926652
"Oklahoma",2008,3668976,3.7,111.3,564,15.3721365307377
"Oklahoma",2009,3717572,6.4,115,756,20.335853616285
"Oklahoma",2010,3751351,6.8,119.6,717,19.113114182064
"Oklahoma",2011,3791508,5.9,122.3,703,18.5414352284104
"Oklahoma",2012,3814820,5.2,127.4,771,20.2106521408612
"Oklahoma",2013,3850568,5.3,123.3,790,20.5164536764446
"Oklahoma",2014,3878051,4.5,110.9,777,20.0358375895521
"Oklahoma",2015,3911338,4.4,104.4,725,18.5358565278685
"Oklahoma",2016,3923561,4.8,97.9,813,20.7209726062625
"Oklahoma",2017,3930864,4.2,88.6,775,19.7157673224004
"Oregon",1999,3393941,5.5,NA,210,6.18749707198799
"Oregon",2000,3421399,5.1,NA,208,6.07938448570307
"Oregon",2001,3467937,6.4,NA,241,6.94937653134991
"Oregon",2002,3513424,7.5,NA,318,9.05099982239548
"Oregon",2003,3547376,8.1,NA,355,10.0073970168372
"Oregon",2004,3569463,7.3,NA,365,10.2256277765031
"Oregon",2005,3613202,6.2,NA,386,10.6830451217507
"Oregon",2006,3670883,5.3,91,485,13.2120800363291
"Oregon",2007,3722417,5.2,95.5,502,13.4858614711893
"Oregon",2008,3768748,6.5,99.1,452,11.9933728654715
"Oregon",2009,3808600,11.3,99.3,501,13.1544399516883
"Oregon",2010,3831074,10.6,101.2,503,13.1294775303218
"Oregon",2011,3871859,9.5,100.7,532,13.7401697737443
"Oregon",2012,3899353,8.8,98.7,490,12.5661872623484
"Oregon",2013,3930065,7.9,94.2,455,11.5774166585031
"Oregon",2014,3970239,6.8,91.9,522,13.147823090751
"Oregon",2015,4028977,5.6,84.2,505,12.5341991279672
"Oregon",2016,4093465,4.8,76.3,506,12.3611659071227
"Oregon",2017,4142776,4.1,65.8,530,12.7933540215546
"Pennsylvania",1999,12263805,4.4,NA,990,8.0725353999024
"Pennsylvania",2000,12281054,4.1,NA,1147,9.33958925675272
"Pennsylvania",2001,12298970,4.8,NA,958,7.78927015839538
"Pennsylvania",2002,12331031,5.6,NA,1097,8.8962553090654
"Pennsylvania",2003,12374658,5.7,NA,1381,11.1599043787715
"Pennsylvania",2004,12410722,5.4,NA,1544,12.4408555763315
"Pennsylvania",2005,12449990,5,NA,1613,12.9558336994648
"Pennsylvania",2006,12510809,4.6,69.5,1638,13.0926784990483
"Pennsylvania",2007,12563937,4.4,73.7,1733,13.793447069975
"Pennsylvania",2008,12612285,5.3,76.5,1850,14.6682381503431
"Pennsylvania",2009,12666858,8,78.1,1909,15.0708249828016
"Pennsylvania",2010,12702379,8.5,81,1916,15.083788635184
"Pennsylvania",2011,12742886,7.9,81.7,2289,17.9629638058443
"Pennsylvania",2012,12763536,7.8,83.3,2365,18.5293479800582
"Pennsylvania",2013,12773801,7.4,81.6,2426,18.9919977616686
"Pennsylvania",2014,12787209,5.9,79.9,2732,21.3651000777418
"Pennsylvania",2015,12802503,5.3,75.5,3264,25.4950145295807
"Pennsylvania",2016,12784227,5.4,69.5,4627,36.1930369352797
"Pennsylvania",2017,12805537,4.9,58.3,5388,42.0755490378888
"Rhode Island",1999,1040402,4.2,NA,58,5.57476821459397
"Rhode Island",2000,1048319,4.1,NA,74,7.05892004246799
"Rhode Island",2001,1057142,4.6,NA,110,10.4054138422274
"Rhode Island",2002,1065995,5,NA,99,9.28709796950267
"Rhode Island",2003,1071342,5.3,NA,146,13.6277677903041
"Rhode Island",2004,1074579,5.2,NA,106,9.86432826251025
"Rhode Island",2005,1067916,5,NA,156,14.6078905082422
"Rhode Island",2006,1063096,4.9,78.7,175,16.4613543837998
"Rhode Island",2007,1057315,5.2,82.2,135,12.7681911256343
"Rhode Island",2008,1055003,7.8,82.9,185,17.5354951597294
"Rhode Island",2009,1053646,11,82.5,161,15.2802743995611
"Rhode Island",2010,1052567,11.2,82.7,167,15.8659733774667
"Rhode Island",2011,1051302,11,82.5,190,18.07282778878
"Rhode Island",2012,1050292,10.4,83.2,196,18.6614769987775
"Rhode Island",2013,1051511,9.3,76.9,241,22.9193988460416
"Rhode Island",2014,1055173,7.7,72.8,247,23.408483727313
"Rhode Island",2015,1056298,6,65.7,310,29.3477787518295
"Rhode Island",2016,1056426,5.2,60.3,326,30.8587634155161
"Rhode Island",2017,1059639,4.4,51.4,320,30.1989639867917
"South Carolina",1999,3974682,4.3,NA,147,3.69840908027359
"South Carolina",2000,4012012,3.8,NA,258,6.43068864200805
"South Carolina",2001,4064995,5.2,NA,242,5.95326685518678
"South Carolina",2002,4107795,5.8,NA,217,5.28263946959378
"South Carolina",2003,4150297,6.9,NA,287,6.91516775787371
"South Carolina",2004,4210921,6.8,NA,356,8.45420752372224
"South Carolina",2005,4270150,6.7,NA,427,9.99964872428369
"South Carolina",2006,4357847,6.4,90.4,554,12.7126996427364
"South Carolina",2007,4444110,5.7,91.7,545,12.2634228225674
"South Carolina",2008,4528996,6.8,94.1,565,12.4751710975236
"South Carolina",2009,4589872,11.2,95.8,615,13.3990664663415
"South Carolina",2010,4625364,11.2,98.6,678,14.6583058111751
"South Carolina",2011,4679230,10.6,96.8,618,13.207301201266
"South Carolina",2012,4723723,9.2,104,587,12.4266389032549
"South Carolina",2013,4774839,7.6,103,620,12.9847310034956
"South Carolina",2014,4832482,6.5,101.3,701,14.5060033332768
"South Carolina",2015,4896146,6,95.1,761,15.5428371621271
"South Carolina",2016,4961119,5,89.4,879,17.7177769773311
"South Carolina",2017,5024369,4.3,79.8,1008,20.0622207485159
"South Dakota",1999,750412,2.7,NA,17,2.26542219474102
"South Dakota",2000,754844,2.5,NA,20,2.64955408004833
"South Dakota",2001,757972,3.1,NA,24,3.16634387549936
"South Dakota",2002,760020,3.2,NA,22,2.89466066682456
"South Dakota",2003,763729,3.5,NA,24,3.14247593059842
"South Dakota",2004,770396,3.7,NA,43,5.5815450755196
"South Dakota",2005,775493,3.8,NA,40,5.15800916320328
"South Dakota",2006,783033,3.1,50,37,4.72521592321141
"South Dakota",2007,791623,2.8,49.9,32,4.04232822947287
"South Dakota",2008,799124,3.1,52.1,54,6.75739935229076
"South Dakota",2009,807067,4.9,52.3,49,6.07136706122292
"South Dakota",2010,814180,5,54,45,5.52703333415215
"South Dakota",2011,824082,4.7,55.1,57,6.91678740707842
"South Dakota",2012,833354,4.3,60.1,42,5.03987501109973
"South Dakota",2013,844877,3.8,60.6,55,6.509823323395
"South Dakota",2014,853175,3.4,61.7,63,7.38418261200809
"South Dakota",2015,858469,3.1,59.1,65,7.57161877714862
"South Dakota",2016,865454,3,54.8,69,7.97269410043746
"South Dakota",2017,869666,3.2,48.8,73,8.39402713225537
"Tennessee",1999,5638706,4,NA,344,6.10069047756702
"Tennessee",2000,5689283,3.9,NA,397,6.9780322054642
"Tennessee",2001,5750789,4.6,NA,424,7.37290135318823
"Tennessee",2002,5795918,5.2,NA,491,8.47147941016419
"Tennessee",2003,5847812,5.6,NA,662,11.3204733667909
"Tennessee",2004,5910809,5.3,NA,763,12.9085544804442
"Tennessee",2005,5991057,5.6,NA,872,14.5550276019741
"Tennessee",2006,6088766,5.2,124.8,975,16.0130969066638
"Tennessee",2007,6175727,4.7,128.8,985,15.9495392202408
"Tennessee",2008,6247411,6.6,132.9,938,15.0142194902817
"Tennessee",2009,6306019,10.5,138.4,962,15.255266436717
"Tennessee",2010,6346105,9.7,140,1080,17.0183128076198
"Tennessee",2011,6403353,9,138.5,1090,17.0223318939312
"Tennessee",2012,6456243,7.8,136.1,1131,17.5179279962046
"Tennessee",2013,6495978,7.8,127.1,1187,18.2728451358671
"Tennessee",2014,6549352,6.6,121.3,1269,19.3759626906601
"Tennessee",2015,6600299,5.6,114.9,1457,22.0747575223486
"Tennessee",2016,6651194,4.7,107.5,1630,24.5068780131808
"Tennessee",2017,6715984,3.8,95.2,1776,26.4443750908281
"Texas",1999,20558220,4.7,NA,1087,5.28742274379786
"Texas",2000,20851820,4.3,NA,1021,4.89645508161877
"Texas",2001,21319622,5,NA,1374,6.44476717270128
"Texas",2002,21690325,6.4,NA,1598,7.36734004677201
"Texas",2003,22030931,6.7,NA,1753,7.95699464539197
"Texas",2004,22394023,5.9,NA,1813,8.0959102346193
"Texas",2005,22778123,5.4,NA,1910,8.38523876616172
"Texas",2006,23359580,4.9,66.8,2191,9.37944945927966
"Texas",2007,23831983,4.3,71.2,2194,9.20611599966314
"Texas",2008,24309039,4.8,71.3,2053,8.44541818374638
"Texas",2009,24801761,7.6,71.8,2409,9.71301997467035
"Texas",2010,25145561,8.1,73,2399,9.54045129476332
"Texas",2011,25674681,7.8,72,2589,10.0838643331148
"Texas",2012,26059203,6.7,73.4,2447,9.39015671354185
"Texas",2013,26448193,6.3,70,2446,9.24826887039126
"Texas",2014,26956958,5.1,67,2601,9.64871481418638
"Texas",2015,27469114,4.4,59.8,2588,9.42149062397863
"Texas",2016,27862596,4.6,57.6,2831,10.1605751309031
"Texas",2017,28304596,4.3,52.2,2989,10.5601224620906
"Utah",1999,2203482,3.5,NA,205,9.30345698308405
"Utah",2000,2233169,3.3,NA,210,9.40367701683124
"Utah",2001,2283715,4.4,NA,209,9.15175492563652
"Utah",2002,2324815,5.8,NA,288,12.3880824925854
"Utah",2003,2360137,5.6,NA,353,14.9567588661167
"Utah",2004,2401580,5,NA,358,14.9068529884493
"Utah",2005,2457719,4.1,NA,438,17.8214026908691
"Utah",2006,2525507,3,87,444,17.5806283649184
"Utah",2007,2597746,2.6,89.8,511,19.6708993104022
"Utah",2008,2663029,3.6,91.3,468,17.5739730960496
"Utah",2009,2723421,7.3,86.9,478,17.5514545859784
"Utah",2010,2763885,7.8,86.6,433,15.6663537014022
"Utah",2011,2817222,6.7,85.2,504,17.8899639432036
"Utah",2012,2855287,5.4,84.5,601,21.0486721650048
"Utah",2013,2900872,4.6,82.1,594,20.47660151844
"Utah",2014,2942902,3.8,78.8,603,20.489978939156
"Utah",2015,2995919,3.6,74.4,646,21.5626657463036
"Utah",2016,3051217,3.4,70.4,635,20.811368054124
"Utah",2017,3101833,3.3,63.8,650,20.9553512390899
"Vermont",1999,604683,3,NA,29,4.79590132350339
"Vermont",2000,608827,2.8,NA,36,5.91300977124865
"Vermont",2001,612223,3.3,NA,44,7.18692371897168
"Vermont",2002,615442,4,NA,47,7.63678786953117
"Vermont",2003,617858,4.3,NA,65,10.5202166193527
"Vermont",2004,619920,3.7,NA,50,8.06555684604465
"Vermont",2005,621215,3.5,NA,53,8.53166778007614
"Vermont",2006,622892,3.7,56.9,75,12.040610571335
"Vermont",2007,623481,4,56,66,10.585727552243
"Vermont",2008,624151,4.7,56.5,73,11.6958876938433
"Vermont",2009,624817,6.6,54.5,55,8.80257739466116
"Vermont",2010,625741,6.1,54.1,63,10.0680633041466
"Vermont",2011,626431,5.5,53.6,83,13.2496635702895
"Vermont",2012,626011,5,54.6,70,11.1819121389241
"Vermont",2013,626630,4.4,52.2,93,14.8412939054945
"Vermont",2014,626562,3.9,50.4,83,13.2468933641044
"Vermont",2015,626042,3.6,60.1,99,15.8136355068829
"Vermont",2016,624594,3.2,58.6,125,20.0130004450891
"Vermont",2017,623657,3,50,134,21.4861694809807
"Virginia",1999,7000174,2.7,NA,366,5.22844146445503
"Virginia",2000,7078515,2.3,NA,411,5.80630259312864
"Virginia",2001,7198362,3.2,NA,459,6.37645064252117
"Virginia",2002,7286873,4.2,NA,509,6.98516359486435
"Virginia",2003,7366977,4.1,NA,547,7.42502657467235
"Virginia",2004,7475575,3.8,NA,558,7.46430876554646
"Virginia",2005,7577105,3.6,NA,581,7.66783619865371
"Virginia",2006,7673725,3.1,67.2,629,8.1968014230377
"Virginia",2007,7751000,3,70.1,700,9.03109276222423
"Virginia",2008,7833496,3.9,73,718,9.16576711087872
"Virginia",2009,7925937,6.7,74.1,685,8.64251128920152
"Virginia",2010,8001024,7.1,75.5,558,6.97410731426378
"Virginia",2011,8096604,6.6,76.6,798,9.85598406442998
"Virginia",2012,8185867,6.1,79.6,733,8.95445772573632
"Virginia",2013,8260405,5.7,76.6,854,10.3384761400924
"Virginia",2014,8326289,5.2,73.5,980,11.7699493736045
"Virginia",2015,8382993,4.5,68.1,1039,12.3941413287593
"Virginia",2016,8411808,4.1,63.4,1405,16.7027112363953
"Virginia",2017,8470020,3.7,53.3,1507,17.79216578001
"Washington",1999,5842564,4.9,NA,555,9.49925409460641
"Washington",2000,5894121,5.2,NA,556,9.43312836638406
"Washington",2001,5985722,6.3,NA,499,8.3365047691824
"Washington",2002,6052349,7.4,NA,643,10.623974261894
"Washington",2003,6104115,7.4,NA,696,11.4021442911872
"Washington",2004,6178645,6.3,NA,811,13.1258552643824
"Washington",2005,6257305,5.6,NA,850,13.5841228771812
"Washington",2006,6370753,5,80.8,897,14.07996825493
"Washington",2007,6461587,4.7,84.4,962,14.8879834009818
"Washington",2008,6562231,5.4,86.6,1011,15.4063457991649
"Washington",2009,6667426,9.2,86.1,987,14.8033139025465
"Washington",2010,6724540,10,85,916,13.6217495917936
"Washington",2011,6830038,9.3,81.6,997,14.5972833533283
"Washington",2012,6897012,8.1,78.7,985,14.2815468495633
"Washington",2013,6971406,7,75.2,969,13.8996351668516
"Washington",2014,7061530,6.1,74.2,979,13.8638510351156
"Washington",2015,7170351,5.6,69.8,1094,15.2572726216611
"Washington",2016,7288000,5.3,64.9,1102,15.1207464324918
"Washington",2017,7405743,4.7,57.1,1169,15.7850468210955
"West Virginia",1999,1811799,6.5,NA,75,4.1395320341826
"West Virginia",2000,1808344,5.5,NA,113,6.2488110669209
"West Virginia",2001,1801481,5,NA,206,11.4350359509759
"West Virginia",2002,1805414,5.9,NA,229,12.6840713542711
"West Virginia",2003,1812295,6,NA,262,14.4568075285756
"West Virginia",2004,1816438,5.3,NA,333,18.3325827801444
"West Virginia",2005,1820492,5.1,NA,184,10.1071578452418
"West Virginia",2006,1827912,4.9,129.9,362,19.804016823567
"West Virginia",2007,1834052,4.6,135.1,397,21.6460601989475
"West Virginia",2008,1840310,4.3,145.5,459,24.9414500817797
"West Virginia",2009,1847775,7.7,146.9,226,12.2309263844353
"West Virginia",2010,1852994,8.7,143.1,512,27.6309583301403
"West Virginia",2011,1855364,8.1,139.6,635,34.2250900631898
"West Virginia",2012,1855413,7.5,136.9,558,30.0741667758068
"West Virginia",2013,1854304,6.8,129,570,30.739296253473
"West Virginia",2014,1850326,6.6,126.4,627,33.8859206431731
"West Virginia",2015,1844128,6.7,111.3,725,39.3139738673237
"West Virginia",2016,1831102,6.1,96,884,48.2769392420521
"West Virginia",2017,1815857,5.2,82.2,974,53.6385849766804
"Wisconsin",1999,5332666,3.1,NA,212,3.97549743411644
"Wisconsin",2000,5363675,3.5,NA,248,4.62369550727812
"Wisconsin",2001,5406835,4.5,NA,269,4.97518418816184
"Wisconsin",2002,5445162,5.4,NA,340,6.24407501558264
"Wisconsin",2003,5479203,5.7,NA,383,6.99006771605286
"Wisconsin",2004,5514026,5,NA,437,7.92524373298204
"Wisconsin",2005,5546166,4.7,NA,518,9.33978535802931
"Wisconsin",2006,5577655,4.7,64.7,593,10.6317081282367
"Wisconsin",2007,5610775,4.9,69.2,622,11.0858125660002
"Wisconsin",2008,5640996,4.9,70.6,606,10.7427837211726
"Wisconsin",2009,5669264,8.6,71.9,631,11.1301925611508
"Wisconsin",2010,5686986,8.7,74.4,630,11.0779242291084
"Wisconsin",2011,5711767,7.8,75.2,698,12.2203864408335
"Wisconsin",2012,5726398,7,76.8,692,12.0843853326297
"Wisconsin",2013,5742713,6.7,73.8,856,14.9058467661539
"Wisconsin",2014,5757564,5.4,71.9,853,14.8152934122834
"Wisconsin",2015,5771337,4.6,67.5,878,15.2131126634955
"Wisconsin",2016,5778708,4,62.2,1074,18.5854692779078
"Wisconsin",2017,5795483,3.3,52.7,1177,20.3089198950286
"Wyoming",1999,491780,4.6,NA,20,4.06685916466713
"Wyoming",2000,493782,3.9,NA,22,4.45540744701103
"Wyoming",2001,494657,3.8,NA,22,4.447526265675
"Wyoming",2002,500017,4,NA,34,6.79976880786053
"Wyoming",2003,503453,4.3,NA,30,5.95884819436968
"Wyoming",2004,509106,3.8,NA,46,9.03544644926597
"Wyoming",2005,514157,3.6,NA,26,5.05682116551948
"Wyoming",2006,522667,3.2,79.9,55,10.5229524726068
"Wyoming",2007,534876,2.8,80.8,63,11.7784308886546
"Wyoming",2008,546043,3.1,81,74,13.5520462674185
"Wyoming",2009,559851,6.3,81,60,10.7171372383009
"Wyoming",2010,563626,6.4,80.4,85,15.080922455671
"Wyoming",2011,568158,5.8,78.2,85,14.9606271494901
"Wyoming",2012,576412,5.3,80.5,98,17.0017279307162
"Wyoming",2013,582658,4.7,81.5,98,16.8194721431783
"Wyoming",2014,584153,4.1,80.9,109,18.6594950295556
"Wyoming",2015,586107,4.3,75.4,96,16.3792618071444
"Wyoming",2016,585501,5.3,71.1,99,16.9085962278459
"Wyoming",2017,579315,4.2,64.4,69,11.9106185753864
