"outcome","mse","error","estimate_ttt==1","estimate_ttt==2","estimate_ttt==3","estimate_ttt==4","estimate_ttt==5","estimate_ttt==6","se_ttt==1","se_ttt==2","se_ttt==3","se_ttt==4","se_ttt==5","se_ttt==6","variance_ttt==1","variance_ttt==2","variance_ttt==3","variance_ttt==4","variance_ttt==5","variance_ttt==6","t_stat_ttt==1","t_stat_ttt==2","t_stat_ttt==3","t_stat_ttt==4","t_stat_ttt==5","t_stat_ttt==6","p_value_ttt==1","p_value_ttt==2","p_value_ttt==3","p_value_ttt==4","p_value_ttt==5","p_value_ttt==6","model_name","model_call","model_formula","policy_speed","n_implementation_periods","prior_control","n_units","effect_direction","effect_magnitude1","effect_magnitude2","effect_magnitude3","effect_magnitude4","effect_magnitude5","effect_magnitude6","n","mean_es_prior","max_es_prior","mean_es_outcome","max_es_outcome","n_unique_enact_years","mu1_prior","mu0_prior","sd_prior","mu1_prior_old","mu0_prior_old","sd_prior_old","mu1","mu0","sd","iter","seed"
"crude.rate",9.4228323430348,NA,-0.332826359028531,0.130710085341205,0.945950187427711,3.83994426205165,5.56237949034834,4.92557811794704,0.550555511173049,0.777182418986117,0.545417935859417,2.02634452471577,2.98863934183928,3.5274146226712,0.303111370883018,0.604012512381112,0.297480724757147,4.10607213284556,8.9319651155895,12.4426539202346,-0.604528248785285,0.168184562784789,1.73435841624308,1.89501055482669,1.86117455273982,1.39637061271154,0.548226099877776,0.867116557872501,0.0890164360658157,0.0638802557892253,0.0686038776175113,0.168771498728173,"sa","feols","crude.rate ~ unemploymentrate + sunab(treatment_date, time_to_treat, ref.p = c(-1, .F)) | state + year","instant",6,"level",5,"pos",0,0,0,0,0,0,4,0.00771428542574241,0.795675201016322,0.0980542655250127,0.780877498151091,4,15.2111241341989,11.8066634872209,5.18010449510342,15.2111241341989,11.8066634872209,5.18010449510342,18.114970442449,12.419294145558,6.69037040244093,101,9780
"crude.rate",NA,NA,-0.710904641146668,0.00103651620993805,0.859741083785651,3.82775670462011,5.50833267948547,5.00604634518958,1.81098606484496,0.721930681295818,0.756299817177416,2.6271776984796,4.54567670313775,5.4647729618312,3.27967052706262,0.521183908596244,0.571989413462593,6.90206265938856,20.6631766894492,29.8637435243613,NA,NA,NA,NA,NA,NA,0.694651034229932,0.998854432955653,0.255633264135957,0.145120709380265,0.225598917116667,0.359636728819197,"csa_did","att_gt","crude.rate ~ unemploymentrate + treatment_level","instant",6,"level",5,"pos",0,0,0,0,0,0,4,0.00771428542574241,0.795675201016322,0.0980542655250127,0.780877498151091,4,15.2111241341989,11.8066634872209,5.18010449510342,15.2111241341989,11.8066634872209,5.18010449510342,18.114970442449,12.419294145558,6.69037040244093,101,9780
"crude.rate",10.1050970096761,NA,-1.73399745982909,-0.295112032996704,0.626697927021877,3.53031086958492,5.26130113503562,4.6831358401609,2.19165088263022,0.861128982145317,0.608847763919452,2.74561166201714,4.14912023103277,4.83158475668458,4.80333359133381,0.741543123890629,0.370695599629717,7.53838339860454,17.2151986915654,23.3442112610268,-0.791183246187508,-0.342703635710293,1.02931794146293,1.28580123635958,1.26805222362188,0.969275315657394,0.429036012223136,0.731897801591279,0.303594228846035,0.198828082976747,0.205092283827884,0.332656374078288,"gardner","did2s","crude.rate ~ unemploymentrate + treatment_level","instant",6,"level",5,"pos",0,0,0,0,0,0,4,0.00771428542574241,0.795675201016322,0.0980542655250127,0.780877498151091,4,15.2111241341989,11.8066634872209,5.18010449510342,15.2111241341989,11.8066634872209,5.18010449510342,18.114970442449,12.419294145558,6.69037040244093,101,9780
"crude.rate",NA,NA,-1.79086798685657,-0.222310034600731,0.699499925417848,3.60311286798089,5.33410313343159,4.64515240158714,0.578626142738005,0.612837594258965,0.43740386915997,2.03432756071439,2.94550112970737,3.45213742254653,0.334808213059863,0.375569916937116,0.191322144756113,4.13848862428217,8.6759769051074,11.9172527841462,NA,NA,NA,NA,NA,NA,0.00196789876465251,0.716787747822437,0.109774312798797,0.0765346491610123,0.0701513320586287,0.178435637713464,"bjs","did_imputation","crude.rate ~ unemploymentrate + treatment_level","instant",6,"level",5,"pos",0,0,0,0,0,0,4,0.00771428542574241,0.795675201016322,0.0980542655250127,0.780877498151091,4,15.2111241341989,11.8066634872209,5.18010449510342,15.2111241341989,11.8066634872209,5.18010449510342,18.114970442449,12.419294145558,6.69037040244093,101,9780
"crude.rate",NA,NA,0.216780687224911,-0.533422358419585,0.516307293563461,3.82147810242443,5.85292257846031,6.082467068458,2.63525026630744,1.50130106236232,1.33031979516749,7.05474344489588,10.7447303753013,11.322594024405,6.94454396607344,2.25390487985023,1.76975075741448,49.7694050733014,115.449230837923,128.201135441492,NA,NA,NA,NA,NA,NA,0.934438453102088,0.722359820548153,0.697936368654239,0.58803265350152,0.585942711183352,0.591131328197081,"augsynth","multisynth","crude.rate ~ treatment_level | unemploymentrate","instant",6,"level",5,"pos",0,0,0,0,0,0,4,0.00771428542574241,0.795675201016322,0.0980542655250127,0.780877498151091,4,15.2111241341989,11.8066634872209,5.18010449510342,15.2111241341989,11.8066634872209,5.18010449510342,18.114970442449,12.419294145558,6.69037040244093,101,9780
"crude.rate",9.65804397340726,NA,-0.803685086606531,-0.46170736534288,5.47265244269202,6.67657105632353,-2.29804077828328,-4.47401243134867,1.65393466660155,1.60199414042937,3.45287904867017,4.52956419774419,0.989341969557339,1.10285262415041,2.73549988138636,2.56638522597005,11.9223737247454,20.516951821486,0.978797532727595,1.21628391059545,-0.485923115849502,-0.288207898949699,1.58495341584575,1.47399854927513,-2.32279722178519,-4.05676364491154,0.629144505805891,0.774378979806858,0.119282033532397,0.146750601992764,0.0242995359241355,0.000174390689753118,"twfe","feols","crude.rate ~ unemploymentrate + i(time_to_treat, ref = c(-1, Inf)) | state + year","instant",6,"level",5,"pos",0,0,0,0,0,0,4,0.0721824357143042,0.217991593019512,0.0143749449358993,0.659305412510912,4,15.8396054453617,11.8138184241055,5.18010449510342,15.8396054453617,11.8138184241055,5.18010449510342,19.7367263770621,12.4185441714901,6.69037040244093,102,9780
"crude.rate",NA,NA,-6.10521077811003,-5.36938879978884,-5.45265136439635,-5.95670974707919,-7.43019159103591,-7.85867792117866,1.68172748318389,1.69461892075896,1.78253078672355,1.85190206971082,2.01000914004435,2.02820867795706,2.82820732769603,2.87173328659425,3.17741600561728,3.42954127579921,4.04013674306181,4.11363044134031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"autoregressive","autoreg_debiased","crude.rate ~ unemploymentrate + i(time_to_treat, ref = c(-1)) + lag_outcome | year","instant",6,"level",5,"pos",0,0,0,0,0,0,4,0.0721824357143042,0.217991593019512,0.0143749449358993,0.659305412510912,4,15.8396054453617,11.8138184241055,5.18010449510342,15.8396054453617,11.8138184241055,5.18010449510342,19.7367263770621,12.4185441714901,6.69037040244093,102,9780
"crude.rate",9.11970801351279,NA,0.144996979548748,0.5217824551639,6.62546161219288,7.8913348014602,-2.00635130211055,-4.22192139186951,0.437993184744261,0.674438551616359,1.57665179803254,1.2411529273983,0.502112018337596,0.739429050872952,0.191838029882421,0.454867359906372,2.48583089223925,1.54046058918937,0.252116478959054,0.546755321274875,0.331048483399142,0.773654551498275,4.20223515456019,6.35806807304719,-3.99582409668908,-5.70970451713414,0.741991295875817,0.44277770964853,0.000108884405108966,6.05812366355038e-08,0.000212000135761342,6.16320191593644e-07,"sa","feols","crude.rate ~ unemploymentrate + sunab(treatment_date, time_to_treat, ref.p = c(-1, .F)) | state + year","instant",6,"level",5,"pos",0,0,0,0,0,0,4,0.0721824357143042,0.217991593019512,0.0143749449358993,0.659305412510912,4,15.8396054453617,11.8138184241055,5.18010449510342,15.8396054453617,11.8138184241055,5.18010449510342,19.7367263770621,12.4185441714901,6.69037040244093,102,9780
"crude.rate",NA,NA,-0.187521733949264,0.22613781647291,6.76892802808202,7.97101669620542,-2.36847096454841,-5.31380903937423,2.0693877238999,2.01700278923461,4.02957459238151,5.5497281631763,0.476167627626306,0.885654250180458,4.28236555182761,4.0683002517802,16.2374713955666,30.7994826851522,0.226735609599265,0.784383450862709,NA,NA,NA,NA,NA,NA,0.927796913258152,0.910731615313441,0.0929938864564027,0.15091995969977,6.55759361887433e-07,1.97477385275501e-09,"csa_did","att_gt","crude.rate ~ unemploymentrate + treatment_level","instant",6,"level",5,"pos",0,0,0,0,0,0,4,0.0721824357143042,0.217991593019512,0.0143749449358993,0.659305412510912,4,15.8396054453617,11.8138184241055,5.18010449510342,15.8396054453617,11.8138184241055,5.18010449510342,19.7367263770621,12.4185441714901,6.69037040244093,102,9780
"crude.rate",9.74333411461763,NA,-0.417446623208759,-0.0674577640135285,5.91615341776832,7.15534536273333,-3.07873490938062,-5.37241144864232,1.63415741569811,1.47638983937508,3.32850126321604,4.51542305763746,0.538976081288876,0.730496399938318,2.67047045928112,2.17972695780998,11.0789206592308,20.389045389444,0.290495216201513,0.533624990322843,-0.255450680086671,-0.0456910242907671,1.77742261454095,1.58464561822854,-5.71219209212089,-7.35446670113085,0.798430737304509,0.963566191646926,0.0758209737226339,0.113382146909476,1.49455267420983e-08,4.16003541876132e-13,"gardner","did2s","crude.rate ~ unemploymentrate + treatment_level","instant",6,"level",5,"pos",0,0,0,0,0,0,4,0.0721824357143042,0.217991593019512,0.0143749449358993,0.659305412510912,4,15.8396054453617,11.8138184241055,5.18010449510342,15.8396054453617,11.8138184241055,5.18010449510342,19.7367263770621,12.4185441714901,6.69037040244093,102,9780
"crude.rate",NA,NA,-0.440282469196982,-0.072282108979155,5.94244862488006,7.31837520376534,-3.039713479858,-5.39630073846537,0.827061751976738,0.707557214584994,1.02871212980311,0.946054394106248,0.542590029482683,0.738721646851591,0.684031141582831,0.500637211911275,1.05824864600405,0.895018916607739,0.294403940094018,0.545709671527127,NA,NA,NA,NA,NA,NA,0.594486835465133,0.918631848822376,7.62295489926402e-09,1.02850885019949e-14,2.11612992452674e-08,2.77436768578749e-13,"bjs","did_imputation","crude.rate ~ unemploymentrate + treatment_level","instant",6,"level",5,"pos",0,0,0,0,0,0,4,0.0721824357143042,0.217991593019512,0.0143749449358993,0.659305412510912,4,15.8396054453617,11.8138184241055,5.18010449510342,15.8396054453617,11.8138184241055,5.18010449510342,19.7367263770621,12.4185441714901,6.69037040244093,102,9780
"crude.rate",NA,NA,0.150907259640384,0.850233659639293,6.28178151757606,8.30881148227614,-3.12603501969037,-5.30789393331675,1.87840046427833,2.26281986229727,11.1715527146162,14.6861051819809,6.07791792597674,10.3011494518582,3.52838830420103,5.12035372920704,124.803590055448,215.681685416207,36.9410863149094,106.113680029519,NA,NA,NA,NA,NA,NA,0.935968299424851,0.707109630867356,0.573910575732588,0.57155691307442,0.607023649163181,0.606362958626374,"augsynth","multisynth","crude.rate ~ treatment_level | unemploymentrate","instant",6,"level",5,"pos",0,0,0,0,0,0,4,0.0721824357143042,0.217991593019512,0.0143749449358993,0.659305412510912,4,15.8396054453617,11.8138184241055,5.18010449510342,15.8396054453617,11.8138184241055,5.18010449510342,19.7367263770621,12.4185441714901,6.69037040244093,102,9780
"crude.rate",10.086770262808,NA,-0.811600996231215,-0.910748773617313,-1.60794535627137,0.83126048383215,-1.7766765149425,-2.5848331555489,2.19474447322535,2.68296912148677,3.10473290979398,4.12868359727816,4.60111809399865,4.22566051677046,4.81690330275323,7.19832330685148,9.6393664411578,17.0460282464337,21.1702877149218,17.8562068029928,-0.369792933132895,-0.339455555534915,-0.517901347068876,0.201337899658903,-0.386140168247336,-0.611699199519323,0.713098490707361,0.735688312685356,0.60681122246108,0.841251224919347,0.701031133148934,0.543508308553207,"twfe","feols","crude.rate ~ unemploymentrate + i(time_to_treat, ref = c(-1, Inf)) | state + year","instant",6,"level",5,"pos",0,0,0,0,0,0,4,0.0284880517800899,0.776250318202754,-0.0352364920653229,0.20929584208225,4,14.6067871271143,11.8276960751338,5.18010449510342,14.6067871271143,11.8276960751338,5.18010449510342,17.2837250392052,12.4446194625255,6.69037040244093,103,9780
"crude.rate",NA,NA,-0.338096107555541,-0.590331355018962,-1.04667309158414,-0.99249211341746,-0.136032086545054,-1.02701212922642,1.68882653881419,1.66833225698005,1.68710318402584,1.75200534420717,1.90337845380707,1.91993400708921,2.85213507820313,2.78333251968014,2.84631715355012,3.06952272613048,3.622849538417,3.68614659157765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"autoregressive","autoreg_debiased","crude.rate ~ unemploymentrate + i(time_to_treat, ref = c(-1)) + lag_outcome | year","instant",6,"level",5,"pos",0,0,0,0,0,0,4,0.0284880517800899,0.776250318202754,-0.0352364920653229,0.20929584208225,4,14.6067871271143,11.8276960751338,5.18010449510342,14.6067871271143,11.8276960751338,5.18010449510342,17.2837250392052,12.4446194625255,6.69037040244093,103,9780
"crude.rate",9.75498583030602,NA,1.21550970449064,1.15415860081229,-0.697240058314133,1.83314770895798,-0.746792555352969,-1.50296902969354,0.385839836154156,1.48023192245883,2.03121210819515,3.64057751397612,4.24108531413525,3.80756940371279,0.148872379163466,2.19108654426618,4.1258226284786,13.2538046352685,17.9868046417737,14.4975847640898,3.15029603113611,0.7797147077433,-0.343263047468573,0.503532118714834,-0.176085247062576,-0.394731880193171,0.00275306001261095,0.439234145007445,0.732839734683865,0.616801509378231,0.860938223325076,0.694719603307441,"sa","feols","crude.rate ~ unemploymentrate + sunab(treatment_date, time_to_treat, ref.p = c(-1, .F)) | state + year","instant",6,"level",5,"pos",0,0,0,0,0,0,4,0.0284880517800899,0.776250318202754,-0.0352364920653229,0.20929584208225,4,14.6067871271143,11.8276960751338,5.18010449510342,14.6067871271143,11.8276960751338,5.18010449510342,17.2837250392052,12.4446194625255,6.69037040244093,103,9780
"crude.rate",NA,NA,1.18096662840253,0.987003933397396,-0.700837593150603,1.81261013155245,-0.542344229439698,-0.984364882923311,1.1599798095785,1.87172893424203,2.88106036247712,2.20983306558885,3.67109629978972,2.4138167232112,1.34555315862977,3.50336920327881,8.30050881223681,4.88336217776981,13.4769480423297,5.82651117325407,NA,NA,NA,NA,NA,NA,0.308634046709024,0.597969966420706,0.807806449458648,0.412075006804753,0.882553022831871,0.683417343140147,"csa_did","att_gt","crude.rate ~ unemploymentrate + treatment_level","instant",6,"level",5,"pos",0,0,0,0,0,0,4,0.0284880517800899,0.776250318202754,-0.0352364920653229,0.20929584208225,4,14.6067871271143,11.8276960751338,5.18010449510342,14.6067871271143,11.8276960751338,5.18010449510342,17.2837250392052,12.4446194625255,6.69037040244093,103,9780
"crude.rate",10.2665517361313,NA,0.210077966623884,0.147689600961048,-0.518573106539794,1.88477492111477,-0.655148657012098,-1.42047964333117,0.800509325081297,1.76990393129706,2.32463262620506,3.44463919316328,3.92555867308996,3.48113963010423,0.640815179542114,3.1325599260208,5.40391684681701,11.8655391710766,15.4100108958718,12.1183331242822,0.262430380311372,0.0834449815888114,-0.223077444880553,0.54716178253315,-0.166893100210983,-0.408050177317547,0.793046971185356,0.933515432807274,0.823523543846859,0.584397050040167,0.867489941460733,0.683329465786721,"gardner","did2s","crude.rate ~ unemploymentrate + treatment_level","instant",6,"level",5,"pos",0,0,0,0,0,0,4,0.0284880517800899,0.776250318202754,-0.0352364920653229,0.20929584208225,4,14.6067871271143,11.8276960751338,5.18010449510342,14.6067871271143,11.8276960751338,5.18010449510342,17.2837250392052,12.4446194625255,6.69037040244093,103,9780
"crude.rate",NA,NA,0.137291453939152,0.11250734827027,-0.549465557740809,1.80706158332587,-0.688795278012505,-1.37871876806529,0.646636746801862,1.60819278694814,2.09294551024696,3.48946630617591,3.98021471569887,3.522104139788,0.418139082314496,2.58628403999201,4.38042090886292,12.1763751019369,15.8421091830658,12.4052175715117,NA,NA,NA,NA,NA,NA,0.831860361279465,0.944226397288855,0.792911175289164,0.604554639964671,0.862608349945698,0.695466507067258,"bjs","did_imputation","crude.rate ~ unemploymentrate + treatment_level","instant",6,"level",5,"pos",0,0,0,0,0,0,4,0.0284880517800899,0.776250318202754,-0.0352364920653229,0.20929584208225,4,14.6067871271143,11.8276960751338,5.18010449510342,14.6067871271143,11.8276960751338,5.18010449510342,17.2837250392052,12.4446194625255,6.69037040244093,103,9780
"crude.rate",NA,NA,1.70277672086296,2.01255476167418,-1.25179508803871,1.11919196073449,-1.15838456598892,-1.91808140289346,3.28111170487758,4.08718873214328,3.18292688431964,4.25814020312281,4.68964093290169,5.11934732458904,10.7656940198847,16.705111732159,10.1310235509247,18.1317579894508,21.992732079547,26.2077170297769,NA,NA,NA,NA,NA,NA,0.603786299529087,0.622432616764117,0.694109532124541,0.792677091354208,0.804901085786892,0.707903648241183,"augsynth","multisynth","crude.rate ~ treatment_level | unemploymentrate","instant",6,"level",5,"pos",0,0,0,0,0,0,4,0.0284880517800899,0.776250318202754,-0.0352364920653229,0.20929584208225,4,14.6067871271143,11.8276960751338,5.18010449510342,14.6067871271143,11.8276960751338,5.18010449510342,17.2837250392052,12.4446194625255,6.69037040244093,103,9780
"crude.rate",9.94703899102652,NA,5.08281103791577,-0.795120877636063,-3.6815767770898,-4.02858374211213,0.22523838822618,0.0670970624108864,4.32392478518481,2.51493002655623,2.58208454686203,3.2642118606819,1.88144049360801,1.99436218259414,18.6963255479355,6.32487303847411,6.66716060714371,10.6550790714164,3.53981833098795,3.97748051536168,1.17550866179059,-0.3161602387502,-1.42581573541577,-1.23416736230796,0.119715924575559,0.0336433687905226,0.245358538218765,0.753196981938252,0.160135242399857,0.222910012365745,0.905187924441925,0.973295487725396,"twfe","feols","crude.rate ~ unemploymentrate + i(time_to_treat, ref = c(-1, Inf)) | state + year","instant",6,"level",5,"pos",0,0,0,0,0,0,3,-0.68055449308601,1.07971291239473,-0.513321707286911,1.0565890692598,5,12.4052762861376,11.895753989199,5.18010449510342,12.4052762861376,11.895753989199,5.18010449510342,15.6131160460112,12.5193656632234,6.69037040244093,104,9780
"crude.rate",NA,NA,0.289658766667052,0.674617378192211,0.442001757555704,-0.641137527970953,-0.258216953817496,2.6310843990591,1.40519892423162,1.41328969494841,1.46224427896666,1.53524220970524,1.66594932966366,1.68869062312013,1.9745840166617,1.99738776184738,2.13815833137072,2.35696864246063,2.7753871690068,2.85167602061385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"autoregressive","autoreg_debiased","crude.rate ~ unemploymentrate + i(time_to_treat, ref = c(-1)) + lag_outcome | year","instant",6,"level",5,"pos",0,0,0,0,0,0,3,-0.68055449308601,1.07971291239473,-0.513321707286911,1.0565890692598,5,12.4052762861376,11.895753989199,5.18010449510342,12.4052762861376,11.895753989199,5.18010449510342,15.6131160460112,12.5193656632234,6.69037040244093,104,9780
"crude.rate",9.15583680004593,NA,3.4716323821645,0.832207694304578,-2.03525580858288,-2.40768397929967,1.95376553586612,1.58141560356601,0.419319928796599,0.463204947842004,0.77939897724306,1.07281044182916,1.20028346060489,1.45555105197449,0.175829202685985,0.214558823705314,0.607462765727527,1.15092224409767,1.44068038580164,2.11862886490403,8.27919720421516,1.79662954418276,-2.61131444614172,-2.24427716717087,1.62775344324208,1.08647209688783,6.17300524972466e-11,0.0784364783627907,0.0118750071872071,0.0292715618659835,0.109863217575734,0.28248038826114,"sa","feols","crude.rate ~ unemploymentrate + sunab(treatment_date, time_to_treat, ref.p = c(-1, .F)) | state + year","instant",6,"level",5,"pos",0,0,0,0,0,0,3,-0.68055449308601,1.07971291239473,-0.513321707286911,1.0565890692598,5,12.4052762861376,11.895753989199,5.18010449510342,12.4052762861376,11.895753989199,5.18010449510342,15.6131160460112,12.5193656632234,6.69037040244093,104,9780
"crude.rate",NA,NA,3.90425133230535,1.53384206781985,-0.857182609723433,-0.00492252843779639,3.49677205686774,4.66520128341656,3.36371126567947,2.393106654694,1.50385022067199,1.57436756762599,1.72016640628849,1.74625772859159,11.314553478859,5.72695946074073,2.26156548621518,2.47863323799258,2.95897246532346,3.04941605466587,NA,NA,NA,NA,NA,NA,0.245764929760769,0.521560501854331,0.568683117445164,0.997505282043422,0.0420716881043595,0.00755035691565804,"csa_did","att_gt","crude.rate ~ unemploymentrate + treatment_level","instant",6,"level",5,"pos",0,0,0,0,0,0,3,-0.68055449308601,1.07971291239473,-0.513321707286911,1.0565890692598,5,12.4052762861376,11.895753989199,5.18010449510342,12.4052762861376,11.895753989199,5.18010449510342,15.6131160460112,12.5193656632234,6.69037040244093,104,9780
"crude.rate",10.0450149451635,NA,4.94293368814605,-1.33169177018244,-4.19425249898021,-4.17958415782972,0.19470890500514,0.372320779516926,5.65258696350879,1.85023654764611,2.00426968311298,2.65238730197021,1.08370483184674,1.2397699278385,31.9517393800295,3.42337528224538,4.01709696264579,7.03515839965282,1.17441616256796,1.53702947397268,0.874455133562027,-0.719741360571782,-2.0926587546172,-1.57578199636422,0.179669684293404,0.300314414115573,0.38209262081452,0.471862217269249,0.0366458591580487,0.115410743394243,0.85745041153126,0.764003390640084,"gardner","did2s","crude.rate ~ unemploymentrate + treatment_level","instant",6,"level",5,"pos",0,0,0,0,0,0,3,-0.68055449308601,1.07971291239473,-0.513321707286911,1.0565890692598,5,12.4052762861376,11.895753989199,5.18010449510342,12.4052762861376,11.895753989199,5.18010449510342,15.6131160460112,12.5193656632234,6.69037040244093,104,9780
"crude.rate",NA,NA,5.1254342774431,-1.41947358740594,-4.11031333960801,-4.3079747127774,0.516113366947405,0.269065812819431,0.574793595088194,0.510717060010133,0.721846442359008,0.928217073975637,1.06595671125363,1.28773389307498,0.33038767695441,0.260831915385393,0.521062286346357,0.861586936419894,1.13626371026666,1.65825857937403,NA,NA,NA,NA,NA,NA,4.79091272347601e-19,0.00544638210504688,1.23976551163973e-08,3.46511553329507e-06,0.62825916371488,0.834491020161101,"bjs","did_imputation","crude.rate ~ unemploymentrate + treatment_level","instant",6,"level",5,"pos",0,0,0,0,0,0,3,-0.68055449308601,1.07971291239473,-0.513321707286911,1.0565890692598,5,12.4052762861376,11.895753989199,5.18010449510342,12.4052762861376,11.895753989199,5.18010449510342,15.6131160460112,12.5193656632234,6.69037040244093,104,9780
"crude.rate",NA,NA,0.178141561117154,-1.0012763253774,-3.9161614799026,-3.9555643357374,-4.47098425830522,-4.31995771358803,7.39858299726873,3.6749824287737,9.91996579848608,10.2558669233217,10.7962823077644,10.6374491387433,54.7390303674739,13.5054958517955,98.4057214431335,105.182806348883,116.559711668947,113.155324179351,NA,NA,NA,NA,NA,NA,0.980790555596656,0.785270307402526,0.693008427148229,0.699727784799354,0.678784338707772,0.684662935803339,"augsynth","multisynth","crude.rate ~ treatment_level | unemploymentrate","instant",6,"level",5,"pos",0,0,0,0,0,0,3,-0.68055449308601,1.07971291239473,-0.513321707286911,1.0565890692598,5,12.4052762861376,11.895753989199,5.18010449510342,12.4052762861376,11.895753989199,5.18010449510342,15.6131160460112,12.5193656632234,6.69037040244093,104,9780
"crude.rate",9.99679156508136,NA,0.8617882857919,0.884855415484345,-0.348192499391603,-0.617949012297975,-2.31211138104124,-1.96973751945924,0.470285631099291,0.900962234097512,0.971611795338006,1.4061377089403,2.3137638349552,2.35077812784536,0.221168574818458,0.81173294726998,0.944029480839943,1.97722325650386,5.35350308394662,5.52615780635615,1.83247845309982,0.982122648426767,-0.358365862850063,-0.4394655006896,-0.999285815652833,-0.837908731635439,0.0728386067237067,0.330768017949773,0.72157820160932,0.66221785804086,0.322467963101931,0.406069628356781,"twfe","feols","crude.rate ~ unemploymentrate + i(time_to_treat, ref = c(-1, Inf)) | state + year","instant",6,"level",5,"pos",0,0,0,0,0,0,5,0.267901903735414,1.0110750863028,0.266988490356978,0.995890009898074,4,15.4978130138113,11.7463099206946,5.18010449510342,15.4978130138113,11.7463099206946,5.18010449510342,17.7337340419704,12.3661493309596,6.69037040244093,105,9780
"crude.rate",NA,NA,0.675185130939252,3.48603126240889,1.41180987418337,3.78427948980415,3.57583585503746,5.03612679445452,2.33570308478967,2.26080720293542,2.2273619818495,2.28568229875091,2.47213060694622,2.46598862437403,5.45550890029599,5.11124920884469,4.96114139818854,5.22434357082324,6.11142973780031,6.0810998955421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"autoregressive","autoreg_debiased","crude.rate ~ unemploymentrate + i(time_to_treat, ref = c(-1)) + lag_outcome | year","instant",6,"level",5,"pos",0,0,0,0,0,0,5,0.267901903735414,1.0110750863028,0.266988490356978,0.995890009898074,4,15.4978130138113,11.7463099206946,5.18010449510342,15.4978130138113,11.7463099206946,5.18010449510342,17.7337340419704,12.3661493309596,6.69037040244093,105,9780
"crude.rate",9.83972842713807,NA,0.753662139416957,0.827593300763987,-0.440004971890608,-0.715570047760185,-2.48150357677578,-2.16017487592228,0.383096272561574,0.499391751226893,0.387512885904908,0.536517476352448,1.36193554551403,1.22537091417836,0.146762754050572,0.249392121193463,0.15016623674235,0.2878510024316,1.85486843013459,1.50153387731432,1.96729175770256,1.65720258440548,-1.13545894316036,-1.33373110718599,-1.82204186163539,-1.76287428641206,0.0547101336013432,0.103741010765119,0.261596722727125,0.188335959994103,0.0744324576901867,0.0840328340809355,"sa","feols","crude.rate ~ unemploymentrate + sunab(treatment_date, time_to_treat, ref.p = c(-1, .F)) | state + year","instant",6,"level",5,"pos",0,0,0,0,0,0,5,0.267901903735414,1.0110750863028,0.266988490356978,0.995890009898074,4,15.4978130138113,11.7463099206946,5.18010449510342,15.4978130138113,11.7463099206946,5.18010449510342,17.7337340419704,12.3661493309596,6.69037040244093,105,9780
"crude.rate",NA,NA,2.1909607794085,2.57666825348994,-0.442920240024967,-0.741216103333272,-2.4044960139469,-1.87638783383778,0.539881873362418,1.00757826329146,0.873671925409219,1.45781488020821,2.57059851593702,1.90763871239002,0.291472437185314,1.01521395665743,0.763302633248251,2.12522422495648,6.60797673013759,3.63908545700905,NA,NA,NA,NA,NA,NA,4.94476397480076e-05,0.0105491701981515,0.612180057413416,0.611142543697727,0.349590581480718,0.325303356262129,"csa_did","att_gt","crude.rate ~ unemploymentrate + treatment_level","instant",6,"level",5,"pos",0,0,0,0,0,0,5,0.267901903735414,1.0110750863028,0.266988490356978,0.995890009898074,4,15.4978130138113,11.7463099206946,5.18010449510342,15.4978130138113,11.7463099206946,5.18010449510342,17.7337340419704,12.3661493309596,6.69037040244093,105,9780
"crude.rate",10.2123254414881,NA,1.23478753913715,1.43774496223047,0.38406408551521,-0.0698240957024339,-1.86423947197029,-1.55040086722321,0.67028133964825,1.11045273387359,1.17467397682116,1.60194976030912,2.48572196816554,2.47781215789099,0.449277074280652,1.23310527416733,1.37985895182083,2.56624303455445,6.17881370302076,6.13955308979241,1.84219292123683,1.29473764922455,0.326953770232098,-0.043586944754722,-0.749979078853335,-0.625713641078766,0.0657607526058755,0.195727672948287,0.743775409509337,0.965242885773979,0.453454372589983,0.531654187459079,"gardner","did2s","crude.rate ~ unemploymentrate + treatment_level","instant",6,"level",5,"pos",0,0,0,0,0,0,5,0.267901903735414,1.0110750863028,0.266988490356978,0.995890009898074,4,15.4978130138113,11.7463099206946,5.18010449510342,15.4978130138113,11.7463099206946,5.18010449510342,17.7337340419704,12.3661493309596,6.69037040244093,105,9780
