"outcome","mse","error","estimate_ttt==1","estimate_ttt==2","estimate_ttt==3","estimate_ttt==4","estimate_ttt==5","estimate_ttt==6","se_ttt==1","se_ttt==2","se_ttt==3","se_ttt==4","se_ttt==5","se_ttt==6","variance_ttt==1","variance_ttt==2","variance_ttt==3","variance_ttt==4","variance_ttt==5","variance_ttt==6","t_stat_ttt==1","t_stat_ttt==2","t_stat_ttt==3","t_stat_ttt==4","t_stat_ttt==5","t_stat_ttt==6","p_value_ttt==1","p_value_ttt==2","p_value_ttt==3","p_value_ttt==4","p_value_ttt==5","p_value_ttt==6","model_name","model_call","model_formula","policy_speed","n_implementation_periods","prior_control","n_units","effect_direction","effect_magnitude1","effect_magnitude2","effect_magnitude3","effect_magnitude4","effect_magnitude5","effect_magnitude6","n","mean_es_prior","max_es_prior","mean_es_outcome","max_es_outcome","n_unique_enact_years","mu1_prior","mu0_prior","sd_prior","mu1_prior_old","mu0_prior_old","sd_prior_old","mu1","mu0","sd","iter","seed"
"crude.rate",NA,NA,-1.70996028569299,-1.35474000085382,-1.80142443739059,-2.74210609485002,-3.21259040962519,-2.05205135488217,0.369877654515986,0.511913923972583,0.914481694852875,0.860007086328551,0.766886090073034,1.15326645191355,0.136809479310247,0.262055865557007,0.836276770220986,0.739612188535324,0.588114275147505,1.33002350910928,NA,NA,NA,NA,NA,NA,3.78151373925164e-06,0.00813483899616021,0.048851468699579,0.00143028252884246,2.80018098643007e-05,0.0751842888151325,"csa_did","att_gt","crude.rate ~ unemploymentrate + treatment_level","instant",6,"level",5,"pos",0,0,0,0,0,0,4,0.16837755039243,0.537006915773645,-0.0741377441593979,0.376502686691071,4,14.8840348655958,11.8005970330566,5.18010449510342,14.8840348655958,11.8005970330566,5.18010449510342,15.8844245839297,12.459041526654,6.69037040244093,2,9780
"crude.rate",9.96109086491859,NA,-0.353665947324799,-0.2718903073081,-0.674250328572667,-1.49077635374072,-2.18154930375976,-1.03693423568432,0.668513258807182,1.0579867544051,1.59342867016748,1.38725845300865,1.73922052956299,1.40838109241447,0.446909977200998,1.11933597249663,2.5390149269117,1.92448601544396,3.02488805045338,1.98353730147057,-0.529033557174078,-0.256988384945314,-0.42314434351291,-1.07462048654853,-1.25432586993894,-0.736259696519104,0.596906804289898,0.797243859251569,0.672286534440369,0.282819851066398,0.210034732815943,0.461755969805145,"gardner","did2s","crude.rate ~ unemploymentrate + treatment_level","instant",6,"level",5,"pos",0,0,0,0,0,0,4,0.16837755039243,0.537006915773645,-0.0741377441593979,0.376502686691071,4,14.8840348655958,11.8005970330566,5.18010449510342,14.8840348655958,11.8005970330566,5.18010449510342,15.8844245839297,12.459041526654,6.69037040244093,2,9780
"crude.rate",NA,NA,-0.171784179476311,-0.0900085394596135,-0.412645035768478,-1.25907501979263,-1.94984796981168,-0.717898635500474,0.544057890564943,0.972566929521299,1.54553995365333,1.41340855116499,1.16821285861586,1.48972434016623,0.295998988285975,0.945886432398488,2.38869374833874,1.99772373250632,1.36472128303543,2.21927860968372,NA,NA,NA,NA,NA,NA,0.752195201351487,0.926263134003423,0.789476201199268,0.373032419812937,0.095100296294546,0.629876759134648,"bjs","did_imputation","crude.rate ~ unemploymentrate + treatment_level","instant",6,"level",5,"pos",0,0,0,0,0,0,4,0.16837755039243,0.537006915773645,-0.0741377441593979,0.376502686691071,4,14.8840348655958,11.8005970330566,5.18010449510342,14.8840348655958,11.8005970330566,5.18010449510342,15.8844245839297,12.459041526654,6.69037040244093,2,9780
"crude.rate",NA,NA,-2.47888039352118,-1.71705180018309,-2.25455300467271,-2.25487947313705,-3.82905377901778,-2.93034793145444,4.22402177093575,3.15167328779023,4.15441778452809,4.18526808055331,6.73795556240039,5.39345843765156,17.8423599213392,9.93304451297049,17.2591871284033,17.5164689060984,45.4000451608824,29.0893939186748,NA,NA,NA,NA,NA,NA,0.557302351113683,0.585886671637203,0.58734458376504,0.590048437045609,0.569844011627669,0.586912802910256,"augsynth","multisynth","crude.rate ~ treatment_level | unemploymentrate","instant",6,"level",5,"pos",0,0,0,0,0,0,4,0.16837755039243,0.537006915773645,-0.0741377441593979,0.376502686691071,4,14.8840348655958,11.8005970330566,5.18010449510342,14.8840348655958,11.8005970330566,5.18010449510342,15.8844245839297,12.459041526654,6.69037040244093,2,9780
"crude.rate",9.46563145219407,NA,5.65028806086072,0.320910934793175,-0.408712057050214,4.45147575358757,7.21316708596546,7.93240572905735,3.0186792218737,1.96846962864987,1.68516506574372,3.89383187328903,5.39232580603892,5.76998368631918,9.11242424457199,3.87487267891695,2.83978129880304,15.1619266574416,29.0771775984733,33.2927117403894,1.87177492060703,0.163025596190316,-0.242535325089852,1.14321211044675,1.33767271218801,1.37477091102794,0.0670931821526484,0.871155412859671,0.809357530551368,0.258394851401163,0.187056083014918,0.175332444194399,"twfe","feols","crude.rate ~ unemploymentrate + i(time_to_treat, ref = c(-1, Inf)) | state + year","instant",6,"level",5,"pos",0,0,0,0,0,0,4,-0.27937956370951,1.24686474317318,-0.0695020411176675,1.09156528525874,5,15.5281013737253,11.8115301168068,5.18010449510342,15.5281013737253,11.8115301168068,5.18010449510342,19.9152886111596,12.3993580712866,6.69037040244093,3,9780
"crude.rate",NA,NA,-0.250984437694033,-0.269498408207112,-0.731718312539392,0.667443346736491,0.990374295358545,2.28473936677298,1.4069264943138,1.42622468804759,1.47077722890204,1.52406233995602,1.64583750290351,1.67046121493541,1.97944216040212,2.03411686079646,2.16318565705675,2.32276601607222,2.70878108596367,2.7904406706035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"autoregressive","autoreg_debiased","crude.rate ~ unemploymentrate + i(time_to_treat, ref = c(-1)) + lag_outcome | year","instant",6,"level",5,"pos",0,0,0,0,0,0,4,-0.27937956370951,1.24686474317318,-0.0695020411176675,1.09156528525874,5,15.5281013737253,11.8115301168068,5.18010449510342,15.5281013737253,11.8115301168068,5.18010449510342,19.9152886111596,12.3993580712866,6.69037040244093,3,9780
"crude.rate",8.36137964977223,NA,3.59677977140912,-0.435261860041868,-0.813696264228344,4.06020405119185,6.97269523585783,7.72261306227095,0.489045964678017,0.366590344166855,0.387807703493066,0.473187663599779,0.539870008493223,0.789166306857972,0.239165955567853,0.134388480436373,0.150394814888566,0.223906564983018,0.291459626070472,0.622783459879851,7.35468653499104,-1.18732494449924,-2.09819520576618,8.58053656831163,12.915507670668,9.78578658916416,1.67451218589456e-09,0.240709715865121,0.0409616359774382,2.13234781513987e-11,1.50311733635482e-17,3.31451103835958e-13,"sa","feols","crude.rate ~ unemploymentrate + sunab(treatment_date, time_to_treat, ref.p = c(-1, .F)) | state + year","instant",6,"level",5,"pos",0,0,0,0,0,0,4,-0.27937956370951,1.24686474317318,-0.0695020411176675,1.09156528525874,5,15.5281013737253,11.8115301168068,5.18010449510342,15.5281013737253,11.8115301168068,5.18010449510342,19.9152886111596,12.3993580712866,6.69037040244093,3,9780
"crude.rate",NA,NA,2.57646728669445,-1.98953430934952,-0.318987228961906,4.51750748677296,7.7175089510379,8.97010408800322,3.1291798662355,2.65173367774053,0.837525539335098,7.06019639183142,6.05430541638431,6.67004116086648,9.7917666352536,7.0316914976633,0.701449029038548,49.8463730912294,36.6546140748604,44.4894490876531,NA,NA,NA,NA,NA,NA,0.41029862418958,0.453088000758909,0.703300709402296,0.522266363058232,0.202410426762656,0.17867855947672,"csa_did","att_gt","crude.rate ~ unemploymentrate + treatment_level","instant",6,"level",5,"pos",0,0,0,0,0,0,4,-0.27937956370951,1.24686474317318,-0.0695020411176675,1.09156528525874,5,15.5281013737253,11.8115301168068,5.18010449510342,15.5281013737253,11.8115301168068,5.18010449510342,19.9152886111596,12.3993580712866,6.69037040244093,3,9780
"crude.rate",9.74392935746534,NA,6.97448812573305,1.16609249525695,-0.258659339254022,4.65098023642144,7.5913631351843,8.27347961712682,3.74703313938952,1.47227723747474,1.03874798254254,3.82283872003924,5.27756456605942,5.65143763853062,14.0402573476833,2.16760026398625,1.07899737123619,14.6140958794312,27.852687748926,31.9387473822005,1.86133612014687,0.792033229595424,-0.249010677855569,1.21662999070327,1.43842165077528,1.46396017196041,0.0630083704184416,0.42854091412725,0.80340686065256,0.22405009047873,0.150646949351692,0.143538797749761,"gardner","did2s","crude.rate ~ unemploymentrate + treatment_level","instant",6,"level",5,"pos",0,0,0,0,0,0,4,-0.27937956370951,1.24686474317318,-0.0695020411176675,1.09156528525874,5,15.5281013737253,11.8115301168068,5.18010449510342,15.5281013737253,11.8115301168068,5.18010449510342,19.9152886111596,12.3993580712866,6.69037040244093,3,9780
"crude.rate",NA,NA,7.35181446604027,1.28528614874321,-0.28054899653408,4.63245795172261,7.66465918528915,8.41982794335996,0.598929632876522,0.444874243502623,0.415906984286988,0.47745020877235,0.512128000421429,0.671537857658933,0.358716705137605,0.197913092532031,0.172978619578697,0.227958701856761,0.262275088815651,0.450963094269149,NA,NA,NA,NA,NA,NA,1.23510935547459e-34,0.0038634626750539,0.49996332812884,2.94216321269775e-22,1.21925569592351e-50,4.61772297583602e-36,"bjs","did_imputation","crude.rate ~ unemploymentrate + treatment_level","instant",6,"level",5,"pos",0,0,0,0,0,0,4,-0.27937956370951,1.24686474317318,-0.0695020411176675,1.09156528525874,5,15.5281013737253,11.8115301168068,5.18010449510342,15.5281013737253,11.8115301168068,5.18010449510342,19.9152886111596,12.3993580712866,6.69037040244093,3,9780
"crude.rate",NA,NA,0.0259897208374151,-3.2386354472161,-0.47589986409343,5.16881238768678,8.70308347035599,9.44057778039266,6.13724743411881,5.95732884912375,1.46561052333161,10.1925017650876,16.6607340486099,18.0754062346986,37.6658060675979,35.4897670166021,2.14801420610036,103.887092231313,277.58005903851,326.720310549382,NA,NA,NA,NA,NA,NA,0.996621166860346,0.586690014995285,0.745399805809899,0.612071249652664,0.601412078361578,0.601469437544574,"augsynth","multisynth","crude.rate ~ treatment_level | unemploymentrate","instant",6,"level",5,"pos",0,0,0,0,0,0,4,-0.27937956370951,1.24686474317318,-0.0695020411176675,1.09156528525874,5,15.5281013737253,11.8115301168068,5.18010449510342,15.5281013737253,11.8115301168068,5.18010449510342,19.9152886111596,12.3993580712866,6.69037040244093,3,9780
"crude.rate",9.97803335023708,NA,-4.01650482957165,-4.63563404928534,-5.16853088275854,-3.86081401644715,-4.06118109348682,-4.56694193277963,1.98624499650319,2.16018893962784,2.60688856939694,2.07560543452778,2.11023770501089,2.04073624566839,3.94516918613397,4.66641625489045,6.79586801325243,4.30813791984123,4.45310317164963,4.1646044243847,-2.02215982250062,-2.14593916497136,-1.98264357879869,-1.86009053176599,-1.92451356728358,-2.23788936099572,0.0485263548470989,0.0367563270320032,0.0529151540765953,0.0687599760636214,0.0599901537852539,0.0297132231015328,"twfe","feols","crude.rate ~ unemploymentrate + i(time_to_treat, ref = c(-1, Inf)) | state + year","instant",6,"level",5,"pos",0,0,0,0,0,0,3,-0.646909685521241,0.813703433546357,-0.567354426900567,0.732119236292225,5,11.7875358376371,11.9049242838132,5.18010449510342,11.7875358376371,11.9049242838132,5.18010449510342,14.0170780797005,12.5299300446999,6.69037040244093,4,9780
"crude.rate",NA,NA,0.783084022895904,3.81271773994248,4.44215465390265,3.78472636783849,5.53077595292712,6.00473009077766,1.39500338686855,1.40419843332514,1.44683768524762,1.49366258165544,1.59023668749169,1.6123188267713,1.94603444937474,1.97177324015277,2.0933392874527,2.23102790783758,2.52885272224453,2.59957199916117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"autoregressive","autoreg_debiased","crude.rate ~ unemploymentrate + i(time_to_treat, ref = c(-1)) + lag_outcome | year","instant",6,"level",5,"pos",0,0,0,0,0,0,3,-0.646909685521241,0.813703433546357,-0.567354426900567,0.732119236292225,5,11.7875358376371,11.9049242838132,5.18010449510342,11.7875358376371,11.9049242838132,5.18010449510342,14.0170780797005,12.5299300446999,6.69037040244093,4,9780
"crude.rate",9.75883146211955,NA,-1.2628208800787,-1.86308973085897,-2.33429273097234,-0.36206346598218,-0.555682262470861,-1.20420269879715,0.251991087970801,0.474188315664563,0.630858019919828,0.731723526342183,0.872887278007864,0.771340938722489,0.0634995084167077,0.224854558712795,0.397981841297167,0.535419319002639,0.761932200107978,0.594966843749291,-5.01137119668702,-3.92900809512334,-3.70018713762091,-0.494809108833908,-0.636602544762779,-1.56118084538801,7.14687530092723e-06,0.00026224291636141,0.000536779593868757,0.622902243946794,0.527287614025108,0.124788899707343,"sa","feols","crude.rate ~ unemploymentrate + sunab(treatment_date, time_to_treat, ref.p = c(-1, .F)) | state + year","instant",6,"level",5,"pos",0,0,0,0,0,0,3,-0.646909685521241,0.813703433546357,-0.567354426900567,0.732119236292225,5,11.7875358376371,11.9049242838132,5.18010449510342,11.7875358376371,11.9049242838132,5.18010449510342,14.0170780797005,12.5299300446999,6.69037040244093,4,9780
"crude.rate",NA,NA,-1.13865875863503,-1.56007981811564,-1.85514441189715,0.252302034689458,0.367051754936721,-1.64053289322785,0.67360261636833,1.07846411351614,1.86403164614132,1.00875913778338,1.0528523184609,0.842375502066437,0.453740484778259,1.16308484414215,3.4746139778163,1.01759499806148,1.1084980044885,0.709596486481682,NA,NA,NA,NA,NA,NA,0.0909512007833562,0.148015838163779,0.319623319340918,0.80250129640448,0.727370061164492,0.051473880933477,"csa_did","att_gt","crude.rate ~ unemploymentrate + treatment_level","instant",6,"level",5,"pos",0,0,0,0,0,0,3,-0.646909685521241,0.813703433546357,-0.567354426900567,0.732119236292225,5,11.7875358376371,11.9049242838132,5.18010449510342,11.7875358376371,11.9049242838132,5.18010449510342,14.0170780797005,12.5299300446999,6.69037040244093,4,9780
"crude.rate",10.062603207741,NA,-1.96456052915603,-2.60482832671065,-3.13470662850412,-1.39462831330175,-1.73720311541928,-2.18927947908959,0.455521742217195,0.987537039755025,1.77047764453056,0.702945812446112,0.874376486684218,0.736621442343768,0.207500057632588,0.975229404888119,3.13459108978247,0.494132815235525,0.764534240466236,0.542611149320613,-4.312770054825,-2.63770190063638,-1.77054290303411,-1.98397698458252,-1.98679074960838,-2.97205505194607,1.78197480985555e-05,0.00848442670278167,0.0769597690584327,0.0475479853163908,0.0472346196630137,0.00303328072036366,"gardner","did2s","crude.rate ~ unemploymentrate + treatment_level","instant",6,"level",5,"pos",0,0,0,0,0,0,3,-0.646909685521241,0.813703433546357,-0.567354426900567,0.732119236292225,5,11.7875358376371,11.9049242838132,5.18010449510342,11.7875358376371,11.9049242838132,5.18010449510342,14.0170780797005,12.5299300446999,6.69037040244093,4,9780
"crude.rate",NA,NA,-2.05572814894654,-2.70298011813107,-3.15140400600856,-1.50161912941801,-1.71895583674769,-2.23644523479794,0.411942765608738,0.587177469334085,0.717738878405557,0.7051616629481,0.879193939325384,0.73464872533217,0.169696842137376,0.34477738049358,0.515149097574866,0.49725297089173,0.772981982946487,0.539708749632181,NA,NA,NA,NA,NA,NA,6.02778891060339e-07,4.15759839338367e-06,1.12966129205149e-05,0.0332155674928115,0.0505653941430102,0.00233270866740554,"bjs","did_imputation","crude.rate ~ unemploymentrate + treatment_level","instant",6,"level",5,"pos",0,0,0,0,0,0,3,-0.646909685521241,0.813703433546357,-0.567354426900567,0.732119236292225,5,11.7875358376371,11.9049242838132,5.18010449510342,11.7875358376371,11.9049242838132,5.18010449510342,14.0170780797005,12.5299300446999,6.69037040244093,4,9780
"crude.rate",NA,NA,-0.331312611441901,-2.26623464980535,-3.8222176691907,-2.0344345897568,-1.71744009508892,-0.985693871666813,1.66451937621371,5.55435792901007,9.0495823385978,5.01865327236005,4.59914217676188,3.30937265035237,2.77062475379089,30.8508920035571,81.8949405030613,25.1868806681702,21.15210876207,10.9519473389003,NA,NA,NA,NA,NA,NA,0.842228318262101,0.683266191693706,0.672759360571453,0.685202174610948,0.708831277480686,0.765818290351006,"augsynth","multisynth","crude.rate ~ treatment_level | unemploymentrate","instant",6,"level",5,"pos",0,0,0,0,0,0,3,-0.646909685521241,0.813703433546357,-0.567354426900567,0.732119236292225,5,11.7875358376371,11.9049242838132,5.18010449510342,11.7875358376371,11.9049242838132,5.18010449510342,14.0170780797005,12.5299300446999,6.69037040244093,4,9780
"crude.rate",9.98007578291485,NA,-1.05310582703628,-1.81728708425837,-1.3740835223372,0.485767945720532,0.237145490227252,-0.292389130790542,0.824147445951212,1.8757105034309,0.808068949719765,0.702763822818376,0.618048921771106,0.925855601342155,0.679219012667906,3.51828989268098,0.652975427501204,0.493876990662297,0.381984469702426,0.857208594536644,-1.27781240142146,-0.968852645935682,-1.70045331257156,0.691225031721752,0.383700192450265,-0.315804246760168,0.207216495277046,0.337282133025946,0.0952585845056571,0.492621119048474,0.702827462289928,0.753465588347094,"twfe","feols","crude.rate ~ unemploymentrate + i(time_to_treat, ref = c(-1, Inf)) | state + year","instant",6,"level",5,"pos",0,0,0,0,0,0,5,-0.40909288109932,0.924156910991733,-0.499885869357519,2.3296465579042,4,13.1477152891239,11.8567423850929,5.18010449510342,13.1477152891239,11.8567423850929,5.18010449510342,15.4327212017253,12.4656890074725,6.69037040244093,5,9780
"crude.rate",NA,NA,-0.176534360712098,-0.913175951738097,-0.810254457045353,-0.4679393299551,-1.27688088460144,-2.08508491793557,1.68545022231208,1.67011134187756,1.67970998375853,1.71110515583549,1.83262638955107,1.84132856299222,2.84074245189183,2.78927189426808,2.82142562953807,2.92788085432679,3.35851948367897,3.39049087689101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"autoregressive","autoreg_debiased","crude.rate ~ unemploymentrate + i(time_to_treat, ref = c(-1)) + lag_outcome | year","instant",6,"level",5,"pos",0,0,0,0,0,0,5,-0.40909288109932,0.924156910991733,-0.499885869357519,2.3296465579042,4,13.1477152891239,11.8567423850929,5.18010449510342,13.1477152891239,11.8567423850929,5.18010449510342,15.4327212017253,12.4656890074725,6.69037040244093,5,9780
